"Plot Title: 25FEB19-04MAR19_20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Coupler Detached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
946,03/03/19 11:35:49 PM,11.72,8.34,,,,
947,03/03/19 11:45:49 PM,11.72,8.36,,,,
948,03/03/19 11:55:49 PM,11.71,8.38,,,,
949,03/04/19 12:05:49 AM,11.71,8.38,,,,
950,03/04/19 12:15:49 AM,11.72,8.38,,,,
951,03/04/19 12:25:49 AM,11.73,8.36,,,,
952,03/04/19 12:35:49 AM,11.71,8.36,,,,
953,03/04/19 12:45:49 AM,11.71,8.36,,,,
954,03/04/19 12:55:49 AM,11.71,8.34,,,,
955,03/04/19 01:05:49 AM,11.71,8.34,,,,
956,03/04/19 01:15:49 AM,11.71,8.34,,,,
957,03/04/19 01:25:49 AM,11.71,8.32,,,,
958,03/04/19 01:35:49 AM,11.71,8.32,,,,
959,03/04/19 01:45:49 AM,11.71,8.32,,,,
960,03/04/19 01:55:49 AM,11.71,8.32,,,,
961,03/04/19 02:05:49 AM,11.71,8.32,,,,
962,03/04/19 02:15:49 AM,11.71,8.32,,,,
963,03/04/19 02:25:49 AM,11.71,8.32,,,,
964,03/04/19 02:35:49 AM,11.71,8.32,,,,
965,03/04/19 02:45:49 AM,11.71,8.34,,,,
966,03/04/19 02:55:49 AM,11.71,8.36,,,,
967,03/04/19 03:05:49 AM,11.70,8.36,,,,
968,03/04/19 03:15:49 AM,11.70,8.36,,,,
969,03/04/19 03:25:49 AM,11.70,8.38,,,,
970,03/04/19 03:35:49 AM,11.68,8.38,,,,
971,03/04/19 03:45:49 AM,11.68,8.38,,,,
972,03/04/19 03:55:49 AM,11.68,8.40,,,,
973,03/04/19 04:05:49 AM,11.67,8.40,,,,
974,03/04/19 04:15:49 AM,11.68,8.40,,,,
975,03/04/19 04:25:49 AM,11.68,8.40,,,,
976,03/04/19 04:35:49 AM,11.67,8.38,,,,
977,03/04/19 04:45:49 AM,11.68,8.38,,,,
978,03/04/19 04:55:49 AM,11.67,8.38,,,,
979,03/04/19 05:05:49 AM,11.68,8.36,,,,
980,03/04/19 05:15:49 AM,11.71,8.36,,,,
981,03/04/19 05:25:49 AM,11.70,8.36,,,,
982,03/04/19 05:35:49 AM,11.71,8.34,,,,
983,03/04/19 05:45:49 AM,11.70,8.32,,,,
984,03/04/19 05:55:49 AM,11.70,8.32,,,,
985,03/04/19 06:05:49 AM,11.71,8.32,,,,
986,03/04/19 06:15:49 AM,11.71,8.30,,,,
987,03/04/19 06:25:49 AM,11.71,8.30,,,,
988,03/04/19 06:35:49 AM,11.71,8.28,,,,
989,03/04/19 06:45:49 AM,11.70,8.28,,,,
990,03/04/19 06:55:49 AM,11.72,8.28,,,,
991,03/04/19 07:05:49 AM,11.71,8.26,,,,
992,03/04/19 07:15:49 AM,11.71,8.26,,,,
993,03/04/19 07:25:49 AM,11.72,8.26,,,,
994,03/04/19 07:35:49 AM,11.73,8.24,,,,
995,03/04/19 07:45:49 AM,11.72,8.24,,,,
996,03/04/19 07:55:49 AM,11.72,8.24,,,,
997,03/04/19 08:05:49 AM,11.73,8.24,,,,
998,03/04/19 08:15:49 AM,11.72,8.26,,,,
999,03/04/19 08:25:49 AM,11.73,8.26,,,,
1000,03/04/19 08:35:49 AM,11.72,8.26,,,,
1001,03/04/19 08:45:49 AM,11.73,8.28,,,,
1002,03/04/19 08:55:49 AM,11.72,8.28,,,,
1003,03/04/19 09:05:49 AM,11.73,8.30,,,,
1004,03/04/19 09:15:49 AM,11.72,8.30,,,,
1005,03/04/19 09:17:48 AM,,,Logged,,,
1006,03/04/19 09:17:57 AM,,,,Logged,,
1007,03/04/19 09:18:10 AM,,,Logged,,,
1008,03/04/19 09:18:15 AM,,,,,Logged,Logged
